+50.000000E+00,+25.941E-03,+159.833E-03,+179.916E-03,+25.105E-03
+50.001600E+00,+12.552E-03,+136.402E-03,+176.569E-03,+25.105E-03
+50.003200E+00,+19.247E-03,+159.833E-03,+173.222E-03,+25.105E-03
+50.004800E+00,+19.247E-03,+136.402E-03,+173.222E-03,-8.368E-03
+50.006400E+00,+22.594E-03,+136.402E-03,+179.916E-03,+25.105E-03
+50.008000E+00,+19.247E-03,+136.402E-03,+173.222E-03,+25.105E-03
+50.009600E+00,+15.900E-03,+133.054E-03,+159.833E-03,-8.368E-03
+50.011200E+00,+22.594E-03,+133.054E-03,+176.569E-03,-41.841E-03
+50.012800E+00,+15.900E-03,+133.054E-03,+163.180E-03,+58.577E-03
+50.014400E+00,+15.900E-03,+123.013E-03,+176.569E-03,-8.368E-03
+50.016000E+00,+9.205E-03,+116.318E-03,+166.527E-03,-8.368E-03
+50.017600E+00,+15.900E-03,+129.707E-03,+173.222E-03,-8.368E-03
+50.019200E+00,+19.247E-03,+123.013E-03,+169.874E-03,-41.841E-03
+50.020800E+00,+19.247E-03,+119.665E-03,+166.527E-03,+25.105E-03
+50.022400E+00,+22.594E-03,+123.013E-03,+179.916E-03,-8.368E-03
+50.024000E+00,+15.900E-03,+116.318E-03,+176.569E-03,-41.841E-03
+50.025600E+00,+19.247E-03,+123.013E-03,+169.874E-03,-8.368E-03
+50.027200E+00,+22.594E-03,+119.665E-03,+179.916E-03,-41.841E-03
+50.028800E+00,+19.247E-03,+123.013E-03,+173.222E-03,-8.368E-03
+50.030400E+00,+15.900E-03,+106.276E-03,+173.222E-03,-8.368E-03
+50.032000E+00,+19.247E-03,+112.971E-03,+169.874E-03,+25.105E-03
+50.033600E+00,+22.594E-03,+116.318E-03,+169.874E-03,-8.368E-03
+50.035200E+00,+22.594E-03,+112.971E-03,+179.916E-03,+25.105E-03
+50.036800E+00,+22.594E-03,+116.318E-03,+186.611E-03,-8.368E-03
+50.038400E+00,+15.900E-03,+106.276E-03,+173.222E-03,-8.368E-03
+50.040000E+00,+19.247E-03,+116.318E-03,+183.264E-03,-41.841E-03
+50.041600E+00,+12.552E-03,+109.623E-03,+166.527E-03,+25.105E-03
+50.043200E+00,+29.289E-03,+106.276E-03,+169.874E-03,+25.105E-03
+50.044800E+00,+25.941E-03,+106.276E-03,+166.527E-03,-8.368E-03
+50.046400E+00,+22.594E-03,+102.929E-03,+173.222E-03,+25.105E-03
+50.048000E+00,+19.247E-03,+123.013E-03,+179.916E-03,+25.105E-03
+50.049600E+00,+19.247E-03,+123.013E-03,+179.916E-03,+25.105E-03
+50.051200E+00,+15.900E-03,+109.623E-03,+176.569E-03,-8.368E-03
+50.052800E+00,+19.247E-03,+112.971E-03,+173.222E-03,-8.368E-03
+50.054400E+00,+22.594E-03,+102.929E-03,+173.222E-03,+25.105E-03
+50.056000E+00,+15.900E-03,+102.929E-03,+169.874E-03,+25.105E-03
+50.057600E+00,+22.594E-03,+99.582E-03,+176.569E-03,+25.105E-03
+50.059200E+00,+22.594E-03,+99.582E-03,+176.569E-03,-8.368E-03
+50.060800E+00,+12.552E-03,+106.276E-03,+173.222E-03,+58.577E-03
+50.062400E+00,+19.247E-03,+92.887E-03,+166.527E-03,+58.577E-03
+50.064000E+00,+19.247E-03,+106.276E-03,+176.569E-03,+58.577E-03
+50.065600E+00,+25.941E-03,+106.276E-03,+173.222E-03,+58.577E-03
